polynomialIndex,pointIndex,point,cyclePoint,multiply,result
0,0,4.200938701629639,0,10.1345682144165,0
0,1,1.971914649009705,0,4.75715160369873,0
0,2,3.915496110916138,0,9.445951461791992,0
0,3,3.992200136184692,0,9.630995750427246,0
0,4,4.558237075805664,0,10.99653339385986,0
0,5,0.9877568483352661,0,2.382917165756226,0
0,6,1.676113724708557,0,4.043545722961426,0
0,7,3.841147899627686,0,9.266589164733887,0
0,8,1.38887357711792,0,3.350592374801636,0
0,9,2.76984977722168,0,6.682132720947266,0
0,10,2.386985301971436,0,5.758490085601807,0
0,11,3.144354581832886,0,7.585608005523682,0
0,12,1.823922395706177,0,4.400127410888672,0
0,13,2.567004680633545,0,6.192778587341309,0
0,14,4.761148452758789,0,11.48604774475098,0
0,15,4.580975532531738,0,11.05138874053955,0
0,16,3.178558588027954,0,7.668123722076416,0
0,17,3.586484909057617,0,8.652226448059082,0
0,18,0.7080128192901611,0,1.708047747612,0
0,19,3.034844398498535,0,7.321420192718506,0
1,0,3.034844398498535,4.200938701629639,14.66790580749512,10.1345682144165
1,1,3.034844398498535,1.971914649009705,6.885093688964844,4.75715160369873
1,2,3.034844398498535,3.915496110916138,13.67126083374023,9.445951461791992
1,3,3.034844398498535,3.992200136184692,13.93907737731934,9.630995750427246
1,4,3.034844398498535,4.558237075805664,15.91543960571289,10.99653339385986
1,5,3.034844398498535,0.9877568483352661,3.448830127716064,2.382917165756226
1,6,3.034844398498535,1.676113724708557,5.85228157043457,4.043545722961426
1,7,3.034844398498535,3.841147899627686,13.41166687011719,9.266589164733887
1,8,3.034844398498535,1.38887357711792,4.849360466003418,3.350592374801636
1,9,3.034844398498535,2.76984977722168,9.671146392822266,6.682132720947266
1,10,3.034844398498535,2.386985301971436,8.334344863891602,5.758490085601807
1,11,3.034844398498535,3.144354581832886,10.97875881195068,7.585608005523682
1,12,3.034844398498535,1.823922395706177,6.368367195129395,4.400127410888672
1,13,3.034844398498535,2.567004680633545,8.962897300720215,6.192778587341309
1,14,3.034844398498535,4.761148452758789,16.62392044067383,11.48604774475098
1,15,3.034844398498535,4.580975532531738,15.99483299255371,11.05138874053955
1,16,3.034844398498535,3.178558588027954,11.09818458557129,7.668123722076416
1,17,3.034844398498535,3.586484909057617,12.52249145507812,8.652226448059082
1,18,3.034844398498535,0.7080128192901611,2.472081899642944,1.708047747612
1,19,3.034844398498535,3.034844398498535,10.59639549255371,7.321420192718506
2,0,3.034844398498535,4.200938701629639,34.62766265869141,14.66790580749512
2,1,3.034844398498535,1.971914649009705,16.25417709350586,6.885093688964844
2,2,3.034844398498535,3.915496110916138,32.27480697631836,13.67126083374023
2,3,3.034844398498535,3.992200136184692,32.90706634521484,13.93907737731934
2,4,3.034844398498535,4.558237075805664,37.57281494140625,15.91543960571289
2,5,3.034844398498535,0.9877568483352661,8.141921997070312,3.448830127716064
2,6,3.034844398498535,1.676113724708557,13.81593704223633,5.85228157043457
2,7,3.034844398498535,3.841147899627686,31.66196632385254,13.41166687011719
2,8,3.034844398498535,1.38887357711792,11.44826221466064,4.849360466003418
2,9,3.034844398498535,2.76984977722168,22.83142852783203,9.671146392822266
2,10,3.034844398498535,2.386985301971436,19.675537109375,8.334344863891602
2,11,3.034844398498535,3.144354581832886,25.91841125488281,10.97875881195068
2,12,3.034844398498535,1.823922395706177,15.03429985046387,6.368367195129395
2,13,3.034844398498535,2.567004680633545,21.15940856933594,8.962897300720215
2,14,3.034844398498535,4.761148452758789,39.24538421630859,16.62392044067383
2,15,3.034844398498535,4.580975532531738,37.76024627685547,15.99483299255371
2,16,3.034844398498535,3.178558588027954,26.20034790039062,11.09818458557129
2,17,3.034844398498535,3.586484909057617,29.56282043457031,12.52249145507812
2,18,3.034844398498535,0.7080128192901611,5.836036205291748,2.472081899642944
2,19,3.034844398498535,3.034844398498535,25.0157356262207,10.59639549255371
3,0,3.034844398498535,4.200938701629639,53.95467376708984,34.62766265869141
3,1,3.034844398498535,1.971914649009705,25.32624816894531,16.25417709350586
3,2,3.034844398498535,3.915496110916138,50.28859710693359,32.27480697631836
3,3,3.034844398498535,3.992200136184692,51.27374649047852,32.90706634521484
3,4,3.034844398498535,4.558237075805664,58.54362869262695,37.57281494140625
3,5,3.034844398498535,0.9877568483352661,12.68623733520508,8.141921997070312
3,6,3.034844398498535,1.676113724708557,21.52713394165039,13.81593704223633
3,7,3.034844398498535,3.841147899627686,49.33370971679688,31.66196632385254
3,8,3.034844398498535,1.38887357711792,17.83797073364258,11.44826221466064
3,9,3.034844398498535,2.76984977722168,35.57451248168945,22.83142852783203
3,10,3.034844398498535,2.386985301971436,30.65719985961914,19.675537109375
3,11,3.034844398498535,3.144354581832886,40.38446044921875,25.91841125488281
3,12,3.034844398498535,1.823922395706177,23.42551231384277,15.03429985046387
3,13,3.034844398498535,2.567004680633545,32.96927642822266,21.15940856933594
3,14,3.034844398498535,4.761148452758789,61.14971923828125,39.24538421630859
3,15,3.034844398498535,4.580975532531738,58.83567047119141,37.76024627685547
3,16,3.034844398498535,3.178558588027954,40.82375335693359,26.20034790039062
3,17,3.034844398498535,3.586484909057617,46.06295013427734,29.56282043457031
3,18,3.034844398498535,0.7080128192901611,9.093349456787109,5.836036205291748
3,19,3.034844398498535,3.034844398498535,38.97796630859375,25.0157356262207
4,0,3.034844398498535,4.200938701629639,57.05622863769531,53.95467376708984
4,1,3.034844398498535,1.971914649009705,26.78211212158203,25.32624816894531
4,2,3.034844398498535,3.915496110916138,53.17940902709961,50.28859710693359
4,3,3.034844398498535,3.992200136184692,54.22118759155273,51.27374649047852
4,4,3.034844398498535,4.558237075805664,61.90897369384766,58.54362869262695
4,5,3.034844398498535,0.9877568483352661,13.41549873352051,12.68623733520508
4,6,3.034844398498535,1.676113724708557,22.76460838317871,21.52713394165039
4,7,3.034844398498535,3.841147899627686,52.16962814331055,49.33370971679688
4,8,3.034844398498535,1.38887357711792,18.86337661743164,17.83797073364258
4,9,3.034844398498535,2.76984977722168,37.61949157714844,35.57451248168945
4,10,3.034844398498535,2.386985301971436,32.41950988769531,30.65719985961914
4,11,3.034844398498535,3.144354581832886,42.70593643188477,40.38446044921875
4,12,3.034844398498535,1.823922395706177,24.77211380004883,23.42551231384277
4,13,3.034844398498535,2.567004680633545,34.86449432373047,32.96927642822266
4,14,3.034844398498535,4.761148452758789,64.66487884521484,61.14971923828125
4,15,3.034844398498535,4.580975532531738,62.21780395507812,58.83567047119141
4,16,3.034844398498535,3.178558588027954,43.17048263549805,40.82375335693359
4,17,3.034844398498535,3.586484909057617,48.71085357666016,46.06295013427734
4,18,3.034844398498535,0.7080128192901611,9.61607551574707,9.093349456787109
4,19,3.034844398498535,3.034844398498535,41.21859359741211,38.97796630859375
5,0,3.034844398498535,4.200938701629639,75.56266784667969,57.05622863769531
5,1,3.034844398498535,1.971914649009705,35.46900939941406,26.78211212158203
5,2,3.034844398498535,3.915496110916138,70.42838287353516,53.17940902709961
5,3,3.034844398498535,3.992200136184692,71.80806732177734,54.22118759155273
5,4,3.034844398498535,4.558237075805664,81.98942565917969,61.90897369384766
5,5,3.034844398498535,0.9877568483352661,17.76687431335449,13.41549873352051
5,6,3.034844398498535,1.676113724708557,30.14841079711914,22.76460838317871
5,7,3.034844398498535,3.841147899627686,69.09107971191406,52.16962814331055
5,8,3.034844398498535,1.38887357711792,24.98179626464844,18.86337661743164
5,9,3.034844398498535,2.76984977722168,49.82154083251953,37.61949157714844
5,10,3.034844398498535,2.386985301971436,42.93492126464844,32.41950988769531
5,11,3.034844398498535,3.144354581832886,56.55779647827148,42.70593643188477
5,12,3.034844398498535,1.823922395706177,32.80706024169922,24.77211380004883
5,13,3.034844398498535,2.567004680633545,46.17294692993164,34.86449432373047
5,14,3.034844398498535,4.761148452758789,85.63922119140625,64.66487884521484
5,15,3.034844398498535,4.580975532531738,82.39842224121094,62.21780395507812
5,16,3.034844398498535,3.178558588027954,57.17301940917969,43.17048263549805
5,17,3.034844398498535,3.586484909057617,64.51043701171875,48.71085357666016
5,18,3.034844398498535,0.7080128192901611,12.73509216308594,9.61607551574707
5,19,3.034844398498535,3.034844398498535,54.58802795410156,41.21859359741211
6,0,3.034844398498535,4.200938701629639,89.02836608886719,75.56266784667969
6,1,3.034844398498535,1.971914649009705,41.78979110717773,35.46900939941406
6,2,3.034844398498535,3.915496110916138,82.9791259765625,70.42838287353516
6,3,3.034844398498535,3.992200136184692,84.60467529296875,71.80806732177734
6,4,3.034844398498535,4.558237075805664,96.60041046142578,81.98942565917969
6,5,3.034844398498535,0.9877568483352661,20.93303298950195,17.76687431335449
6,6,3.034844398498535,1.676113724708557,35.52103042602539,30.14841079711914
6,7,3.034844398498535,3.841147899627686,81.40350341796875,69.09107971191406
6,8,3.034844398498535,1.38887357711792,29.43369674682617,24.98179626464844
6,9,3.034844398498535,2.76984977722168,58.70002746582031,49.82154083251953
6,10,3.034844398498535,2.386985301971436,50.5861701965332,42.93492126464844
6,11,3.034844398498535,3.144354581832886,66.63671875,56.55779647827148
6,12,3.034844398498535,1.823922395706177,38.65346527099609,32.80706024169922
6,13,3.034844398498535,2.567004680633545,54.40122985839844,46.17294692993164
6,14,3.034844398498535,4.761148452758789,100.9006195068359,85.63922119140625
6,15,3.034844398498535,4.580975532531738,97.08229827880859,82.39842224121094
6,16,3.034844398498535,3.178558588027954,67.36157989501953,57.17301940917969
6,17,3.034844398498535,3.586484909057617,76.00656890869141,64.51043701171875
6,18,3.034844398498535,0.7080128192901611,15.00455856323242,12.73509216308594
6,19,3.034844398498535,3.034844398498535,64.31592559814453,54.58802795410156
7,0,3.034844398498535,4.200938701629639,98.10141754150391,89.02836608886719
7,1,3.034844398498535,1.971914649009705,46.04866790771484,41.78979110717773
7,2,3.034844398498535,3.915496110916138,91.43568420410156,82.9791259765625
7,3,3.034844398498535,3.992200136184692,93.22689819335938,84.60467529296875
7,4,3.034844398498535,4.558237075805664,106.4451446533203,96.60041046142578
7,5,3.034844398498535,0.9877568483352661,23.06635856628418,20.93303298950195
7,6,3.034844398498535,1.676113724708557,39.14104461669922,35.52103042602539
7,7,3.034844398498535,3.841147899627686,89.69948577880859,81.40350341796875
7,8,3.034844398498535,1.38887357711792,32.43334197998047,29.43369674682617
7,9,3.034844398498535,2.76984977722168,64.68225860595703,58.70002746582031
7,10,3.034844398498535,2.386985301971436,55.74150085449219,50.5861701965332
7,11,3.034844398498535,3.144354581832886,73.42779541015625,66.63671875
7,12,3.034844398498535,1.823922395706177,42.59271240234375,38.65346527099609
7,13,3.034844398498535,2.567004680633545,59.94536209106445,54.40122985839844
7,14,3.034844398498535,4.761148452758789,111.18359375,100.9006195068359
7,15,3.034844398498535,4.580975532531738,106.9761352539062,97.08229827880859
7,16,3.034844398498535,3.178558588027954,74.22652435302734,67.36157989501953
7,17,3.034844398498535,3.586484909057617,83.75254058837891,76.00656890869141
7,18,3.034844398498535,0.7080128192901611,16.53370094299316,15.00455856323242
7,19,3.034844398498535,3.034844398498535,70.8704833984375,64.31592559814453
8,0,3.034844398498535,4.200938701629639,111.115852355957,98.10141754150391
8,1,3.034844398498535,1.971914649009705,52.15762329101562,46.04866790771484
8,2,3.034844398498535,3.915496110916138,103.5658264160156,91.43568420410156
8,3,3.034844398498535,3.992200136184692,105.5946655273438,93.22689819335938
8,4,3.034844398498535,4.558237075805664,120.5664825439453,106.4451446533203
8,5,3.034844398498535,0.9877568483352661,26.12641143798828,23.06635856628418
8,6,3.034844398498535,1.676113724708557,44.33361434936523,39.14104461669922
8,7,3.034844398498535,3.841147899627686,101.5992965698242,89.69948577880859
8,8,3.034844398498535,1.38887357711792,36.73604583740234,32.43334197998047
8,9,3.034844398498535,2.76984977722168,73.26320648193359,64.68225860595703
8,10,3.034844398498535,2.386985301971436,63.13633728027344,55.74150085449219
8,11,3.034844398498535,3.144354581832886,83.16895294189453,73.42779541015625
8,12,3.034844398498535,1.823922395706177,48.24319076538086,42.59271240234375
8,13,3.034844398498535,2.567004680633545,67.89789581298828,59.94536209106445
8,14,3.034844398498535,4.761148452758789,125.9335479736328,111.18359375
8,15,3.034844398498535,4.580975532531738,121.1679153442383,106.9761352539062
8,16,3.034844398498535,3.178558588027954,84.07363891601562,74.22652435302734
8,17,3.034844398498535,3.586484909057617,94.86341094970703,83.75254058837891
8,18,3.034844398498535,0.7080128192901611,18.72711181640625,16.53370094299316
8,19,3.034844398498535,3.034844398498535,80.27237701416016,70.8704833984375
9,0,3.034844398498535,4.200938701629639,117.019416809082,111.115852355957
9,1,3.034844398498535,1.971914649009705,54.92874908447266,52.15762329101562
9,2,3.034844398498535,3.915496110916138,109.0682601928711,103.5658264160156
9,3,3.034844398498535,3.992200136184692,111.2048950195312,105.5946655273438
9,4,3.034844398498535,4.558237075805664,126.9721603393555,120.5664825439453
9,5,3.034844398498535,0.9877568483352661,27.51450347900391,26.12641143798828
9,6,3.034844398498535,1.676113724708557,46.68905258178711,44.33361434936523
9,7,3.034844398498535,3.841147899627686,106.9972534179688,101.5992965698242
9,8,3.034844398498535,1.38887357711792,38.68782424926758,36.73604583740234
9,9,3.034844398498535,2.76984977722168,77.15567016601562,73.26320648193359
9,10,3.034844398498535,2.386985301971436,66.49076080322266,63.13633728027344
9,11,3.034844398498535,3.144354581832886,87.58770751953125,83.16895294189453
9,12,3.034844398498535,1.823922395706177,50.80634307861328,48.24319076538086
9,13,3.034844398498535,2.567004680633545,71.50530242919922,67.89789581298828
9,14,3.034844398498535,4.761148452758789,132.6243743896484,125.9335479736328
9,15,3.034844398498535,4.580975532531738,127.6055450439453,121.1679153442383
9,16,3.034844398498535,3.178558588027954,88.54045867919922,84.07363891601562
9,17,3.034844398498535,3.586484909057617,99.90348815917969,94.86341094970703
9,18,3.034844398498535,0.7080128192901611,19.72208023071289,18.72711181640625
9,19,3.034844398498535,3.034844398498535,84.5372314453125,80.27237701416016
10,0,3.034844398498535,4.200938701629639,133.5291442871094,117.019416809082
10,1,3.034844398498535,1.971914649009705,62.67839431762695,54.92874908447266
10,2,3.034844398498535,3.915496110916138,124.4561996459961,109.0682601928711
10,3,3.034844398498535,3.992200136184692,126.894287109375,111.2048950195312
10,4,3.034844398498535,4.558237075805664,144.8860778808594,126.9721603393555
10,5,3.034844398498535,0.9877568483352661,31.39639854431152,27.51450347900391
10,6,3.034844398498535,1.676113724708557,53.27619934082031,46.68905258178711
10,7,3.034844398498535,3.841147899627686,122.0930023193359,106.9972534179688
10,8,3.034844398498535,1.38887357711792,44.14611053466797,38.68782424926758
10,9,3.034844398498535,2.76984977722168,88.04120635986328,77.15567016601562
10,10,3.034844398498535,2.386985301971436,75.87163543701172,66.49076080322266
10,11,3.034844398498535,3.144354581832886,99.94505310058594,87.58770751953125
10,12,3.034844398498535,1.823922395706177,57.9743766784668,50.80634307861328
10,13,3.034844398498535,2.567004680633545,81.59365844726562,71.50530242919922
10,14,3.034844398498535,4.761148452758789,151.3357391357422,132.6243743896484
10,15,3.034844398498535,4.580975532531738,145.6088256835938,127.6055450439453
10,16,3.034844398498535,3.178558588027954,101.0322265625,88.54045867919922
10,17,3.034844398498535,3.586484909057617,113.9984130859375,99.90348815917969
10,18,3.034844398498535,0.7080128192901611,22.50457763671875,19.72208023071289
10,19,3.034844398498535,3.034844398498535,96.46420288085938,84.5372314453125
11,0,3.034844398498535,4.200938701629639,139.9871978759766,133.5291442871094
11,1,3.034844398498535,1.971914649009705,65.70980072021484,62.67839431762695
11,2,3.034844398498535,3.915496110916138,130.4754486083984,124.4561996459961
11,3,3.034844398498535,3.992200136184692,133.0314483642578,126.894287109375
11,4,3.034844398498535,4.558237075805664,151.8934020996094,144.8860778808594
11,5,3.034844398498535,0.9877568483352661,32.91486740112305,31.39639854431152
11,6,3.034844398498535,1.676113724708557,55.85287094116211,53.27619934082031
11,7,3.034844398498535,3.841147899627686,127.9979553222656,122.0930023193359
11,8,3.034844398498535,1.38887357711792,46.28121185302734,44.14611053466797
11,9,3.034844398498535,2.76984977722168,92.29927062988281,88.04120635986328
11,10,3.034844398498535,2.386985301971436,79.54112243652344,75.87163543701172
11,11,3.034844398498535,3.144354581832886,104.7788391113281,99.94505310058594
11,12,3.034844398498535,1.823922395706177,60.77827453613281,57.9743766784668
11,13,3.034844398498535,2.567004680633545,85.53988647460938,81.59365844726562
11,14,3.034844398498535,4.761148452758789,158.6549987792969,151.3357391357422
11,15,3.034844398498535,4.580975532531738,152.6511077880859,145.6088256835938
11,16,3.034844398498535,3.178558588027954,105.9185943603516,101.0322265625
11,17,3.034844398498535,3.586484909057617,119.5118789672852,113.9984130859375
11,18,3.034844398498535,0.7080128192901611,23.59299850463867,22.50457763671875
11,19,3.034844398498535,3.034844398498535,101.129638671875,96.46420288085938
12,0,3.034844398498535,4.200938701629639,149.3769989013672,139.9871978759766
12,1,3.034844398498535,1.971914649009705,70.11736297607422,65.70980072021484
12,2,3.034844398498535,3.915496110916138,139.2272338867188,130.4754486083984
12,3,3.034844398498535,3.992200136184692,141.9546813964844,133.0314483642578
12,4,3.034844398498535,4.558237075805664,162.0818328857422,151.8934020996094
12,5,3.034844398498535,0.9877568483352661,35.1226692199707,32.91486740112305
12,6,3.034844398498535,1.676113724708557,59.59926605224609,55.85287094116211
12,7,3.034844398498535,3.841147899627686,136.5835723876953,127.9979553222656
12,8,3.034844398498535,1.38887357711792,49.38557815551758,46.28121185302734
12,9,3.034844398498535,2.76984977722168,98.49034881591797,92.29927062988281
12,10,3.034844398498535,2.386985301971436,84.87643432617188,79.54112243652344
12,11,3.034844398498535,3.144354581832886,111.806999206543,104.7788391113281
12,12,3.034844398498535,1.823922395706177,64.85504913330078,60.77827453613281
12,13,3.034844398498535,2.567004680633545,91.27757263183594,85.53988647460938
12,14,3.034844398498535,4.761148452758789,169.2969665527344,158.6549987792969
12,15,3.034844398498535,4.580975532531738,162.8903503417969,152.6511077880859
12,16,3.034844398498535,3.178558588027954,113.0232086181641,105.9185943603516
12,17,3.034844398498535,3.586484909057617,127.5282745361328,119.5118789672852
12,18,3.034844398498535,0.7080128192901611,25.1755256652832,23.59299850463867
12,19,3.034844398498535,3.034844398498535,107.9130249023438,101.129638671875
13,0,3.034844398498535,4.200938701629639,154.1262969970703,149.3769989013672
13,1,3.034844398498535,1.971914649009705,72.3466796875,70.11736297607422
13,2,3.034844398498535,3.915496110916138,143.6538391113281,139.2272338867188
13,3,3.034844398498535,3.992200136184692,146.4680023193359,141.9546813964844
13,4,3.034844398498535,4.558237075805664,167.2350769042969,162.0818328857422
